ville,code_postal,prix,pays,agence_adresse_telephone,adresse,site,annonce_link,agence_nom,totm2,titre_annonce
,75016,,PARIS 16EME,,53 RUE D AUTEUIL,residence_immobilier,,"
            DANIEL FEAU AUTEUIL        ",,
,06400,,CANNES,,"19, rue des Etats-Unis",residence_immobilier,,"
            BEAUCHAMP ESTATES        ",,
BIOT,,Prix : 1 220 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-biot-1649498.html,,180 , - annonce maison à vendre
AIX-EN-PROVENCE,,Prix : 2 699 000,,,,,http://www.residences-immobilier.com/fr/13/annonce-vente-maison-aix-en-provence-1650153.html,,840 , - annonce maison à vendre
CANNES,,,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-cannes-1649487.html,,65 , - annonce appartement à vendre
CANNES,,Prix : 549 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-cannes-1649988.html,,103 , - annonce appartement à vendre
PLOEMEUR,,Prix : 1 272 000,,,,,http://www.residences-immobilier.com/fr/56/annonce-vente-maison-ploemeur-1650267.html,,180 , - annonce maison à vendre
PARIS 17EME,,Prix : 498 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-17eme-1640973.html,,43 , - annonce appartement à vendre
,06400,,CANNES,,47 Avenue Du Roi Albert 1er,residence_immobilier,,"
            MICHAEL ZINGRAF CANNES CALIFORNIE        ",,
LE BOUSCAT,,Prix : 733 000,,,,,http://www.residences-immobilier.com/fr/33/annonce-vente-maison-le-bouscat-1649982.html,,115 , - annonce maison à vendre
PARIS 16EME,,Prix : 930 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-16eme-1360923.html,,100 , - annonce appartement à vendre
,92200,,NEUILLY SUR SEINE,,"2, rue de Chézy (Place Saintes Foy)",residence_immobilier,,"
            SOTHEBY'S PARIS OUEST NEUILLY - LES HAUTS DE SEINE        ",,
,75015,,PARIS 15EME,,50 avenue de la Motte Picquet,residence_immobilier,,"
            Plaza agence Motte picquet        ",,
PARIS 13EME,,Prix : 570 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-13eme-1649569.html,,57 , - annonce appartement à vendre
PARIS 15EME,,Prix : 1 580 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-15eme-1649734.html,,108 , - annonce appartement à vendre
BOULOGNE BILLANCOURT,,Prix : 1 990 000,,,,,http://www.residences-immobilier.com/fr/92/annonce-vente-appartement-boulogne-billancourt-1649600.html,,148 , - annonce appartement à vendre
OPIO,,Prix : 1 695 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-opio-1649562.html,,200 , - annonce maison à vendre
AIX-EN-PROVENCE,,Prix : 158 000,,,,,http://www.residences-immobilier.com/fr/13/annonce-vente-appartement-aix-en-provence-1650159.html,,36 , - annonce appartement à vendre
EYRAGUES,,Prix : 680 000,,,,,http://www.residences-immobilier.com/fr/13/annonce-vente-maison-eyragues-1650273.html,,160 , - annonce maison à vendre
CANNES,,Prix : 650 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-cannes-1649534.html,,75 , - annonce appartement à vendre
MOUGINS,,Prix : 6 500 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-mougins-1649610.html,,500 , - annonce maison à vendre
,83990,,ST-TROPEZ,,"15, rue Saint-Jean",residence_immobilier,,"
            MICHAËL ZINGRAF Saint-Tropez        ",,
VENTABREN,,Prix : 1 190 000,,,,,http://www.residences-immobilier.com/fr/13/annonce-vente-maison-ventabren-1650162.html,,280 , - annonce maison à vendre
,06400,,CANNES,,13 rue des États Unis,residence_immobilier,,"
            ENGEL & VÖLKERS CÔTE D'AZUR Cannes        ",,
ST-RAPHAËL,,Prix : 1 240 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-appartement-st-raphael-1649563.html,,125 , - annonce appartement à vendre
,06400,,CANNES,,"74, Boulevard de la Croisette ",residence_immobilier,,"
            COTE D'AZUR SOTHEBY'S INTERNATIONAL REALTY        ",,
,83990,,ST-TROPEZ,,9 Bd Louis Blanc,residence_immobilier,,"
            Espaces Atypiques Saint Tropez- Toulon        ",,
,06400,,CANNES,,,residence_immobilier,,"
            GROUPE MERCURE COTE D'AZUR         ",,
,06400,,CANNES,,17 Bd de Strasbourg,residence_immobilier,,"
            AZUR PARADISE IMMOBILIER        ",,
,56000,,VANNES,,8 Bis Rue Thiers ,residence_immobilier,,"
            AIM IMMOBILIER        ",,
RAMATUELLE,,,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-ramatuelle-1649499.html,,220 , - annonce maison à vendre
PARIS  3EME,,Prix : 715 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris--3eme-1622427.html,,57 , - annonce appartement à vendre
LORGUES,,Prix : 1 100 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-lorgues-1649940.html,,251 , - annonce maison à vendre
STE-MAXIME,,Prix : 1 260 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-ste-maxime-1650116.html,,206 , - annonce maison à vendre
LE PRADET,,Prix : 14 500 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-le-pradet-1640447.html,,1900 , - annonce maison à vendre
CANNES,,Prix : 800 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-cannes-1649653.html,,70 , - annonce appartement à vendre
MARSEILLE  8EME,,Prix : 980 000,,,,,http://www.residences-immobilier.com/fr/13/annonce-vente-maison-marseille--8eme-1650154.html,,300 , - annonce maison à vendre
CANNES,,Prix : 799 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-cannes-1649990.html,,171 , - annonce appartement à vendre
FRÉJUS,,Prix : 699 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-frejus-1165877.html,,180 , - annonce maison à vendre
VANNES,,Prix : 440 000,,,,,http://www.residences-immobilier.com/fr/56/annonce-vente-appartement-vannes-1649669.html,,155 , - annonce appartement à vendre
,83990,,ST-TROPEZ,,PLACE DE LA MAIRIE,residence_immobilier,,"
            JOHN TAYLOR SAINT-TROPEZ        ",,
,75016,,PARIS 16EME,,67 AVENUE MARCEAU,residence_immobilier,,"
            ODGAMM PRIME REALTY        ",,
,75008,,PARIS  8EME,,24 RUE DU BOCCADOR,residence_immobilier,,"
            EMILE GARCIN PARIS RIVE DROITE        ",,
,06480,,LA COLLE-SUR-LOUP,,609 ROUTE DE ST PAUL ,residence_immobilier,,"
            MICHAËL ZINGRAF SAINT PAUL         ",,
ST-MARTIN-DE-BROMES,,Prix : 164 000,,,,,http://www.residences-immobilier.com/fr/04/annonce-vente-maison-st-martin-de-bromes-1650161.html,,87 , - annonce maison à vendre
MURS,,Prix : 598 000,,,,,http://www.residences-immobilier.com/fr/84/annonce-vente-maison-murs-1650243.html,,120 , - annonce maison à vendre
PARIS 16EME,,Prix : 3 330 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-16eme-928528.html,,180 , - annonce appartement à vendre
CAGNES-SUR-MER,,Prix : 1 260 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-cagnes-sur-mer-1649504.html,,205 , - annonce maison à vendre
LE CANNET,,Prix : 1 045 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-le-cannet-1649561.html,,300 , - annonce maison à vendre
PARIS  2EME,,Prix : 2 050 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris--2eme-1650260.html,,127 , - annonce appartement à vendre
PARIS  8EME,,Prix : 2 500 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris--8eme-1649604.html,,195 , - annonce appartement à vendre
GASSIN,,Prix : 4 690 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-gassin-1649511.html,,280 , - annonce maison à vendre
PARIS 16EME,,Prix : 3 690 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-16eme-1649981.html,,285 , - annonce appartement à vendre
CANNES,,Prix : 670 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-cannes-1650119.html,,51 , - annonce appartement à vendre
,75006,,PARIS  6EME,,48 RUE MAZARINE,residence_immobilier,,"
            GALERIE DE L'IMMOBILIER        ",,
NEUILLY SUR SEINE,,Prix : 5 398 000,,,,,http://www.residences-immobilier.com/fr/92/annonce-vente-maison-neuilly-sur-seine-1650247.html,,355 , - annonce maison à vendre
ST-RAPHAËL,,Prix : 1 479 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-st-raphael-1650068.html,,234 , - annonce maison à vendre
ST-JEAN-DE-LUZ,,Prix : 865 000,,,,,http://www.residences-immobilier.com/fr/64/annonce-vente-appartement-st-jean-de-luz-1480841.html,,140 , - annonce appartement à vendre
CANNES,,Prix : 2 200 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-cannes-1425856.html,,188 , - annonce appartement à vendre
,64500,,ST-JEAN-DE-LUZ,,31 Bd Thiers,residence_immobilier,,"
            COTE OUEST IMMOBILIER CHRISTIE'S        ",,
,83700,,ST-RAPHAËL,,"555 avenue des golfs,57 avenue de Valescure",residence_immobilier,,"
            CANAT & WARTON ST RAPHAEL        ",,
PARIS 10EME,,Prix : 1 000 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-10eme-1649570.html,,98 , - annonce appartement à vendre
PARIS 11EME,,Prix : 1 570 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-11eme-1513580.html,,135 , - annonce appartement à vendre
ST DENIS,,Prix : 428 000,,,,,http://www.residences-immobilier.com/fr/93/annonce-vente-appartement-st-denis-1650130.html,,98 , - annonce appartement à vendre
,75002,,PARIS  2EME,,6 RUE MONSIGNY,residence_immobilier,,"
            TERIMMO SARL        ",,
COURCHEVEL,,Prix : 970 000,,,,,http://www.residences-immobilier.com/fr/73/annonce-vente-appartement-courchevel-1649621.html,,66 , - annonce appartement à vendre
MARSEILLE  2EME,,Prix : 105 000,,,,,http://www.residences-immobilier.com/fr/13/annonce-vente-appartement-marseille--2eme-1650155.html,,62 , - annonce appartement à vendre
PARIS  4EME,,Prix : 530 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris--4eme-1649919.html,,36 , - annonce appartement à vendre
BORDEAUX,,Prix : 745 000,,,,,http://www.residences-immobilier.com/fr/33/annonce-vente-appartement-bordeaux-1621042.html,,124 , - annonce appartement à vendre
,75004,,PARIS  4EME,,31 RUE DES DEUX PONTS,residence_immobilier,,"
            DISTRICT ILE SAINT LOUIS         ",,
,83700,,ST-RAPHAËL,,74 avenue Jean Aicard,residence_immobilier,,"
            WF KING IMMOBILIER ST RAPHAEL        ",,
REGNIE DURETTE,,Prix : 1 290 000,,,,,http://www.residences-immobilier.com/fr/69/annonce-vente-maison-regnie-durette-1649643.html,,725 , - annonce maison à vendre
,84560,,MÉNERBES,,79 RUE KLEBERT GUENDON,residence_immobilier,,"
            EMILE GARCIN        ",,
,06400,,CANNES,,"93, boulevard de la Croisette",residence_immobilier,,"
            AMANDA PROPERTIES         ",,
PARIS  4EME,,Prix : 1 559 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris--4eme-1649541.html,,74 , - annonce appartement à vendre
CANNES,,Prix : 1 550 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-cannes-1650334.html,,250 , - annonce maison à vendre
ST-HIPPOLYTE-LE-GRAVEYRON,,Prix : 1 080 000,,,,,http://www.residences-immobilier.com/fr/84/annonce-vente-maison-st-hippolyte-le-graveyron-1607675.html,,250 , - annonce maison à vendre
NICE,,Prix : 990 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-nice-1298111.html,,105 , - annonce appartement à vendre
MOUGINS,,Prix : 2 650 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-mougins-1649609.html,,350 , - annonce maison à vendre
BEAUSOLEIL,,Prix : 1 272 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-beausoleil-1473728.html,,100 , - annonce maison à vendre
,75007,,PARIS  7EME,,69 AVENUE BOSQUET,residence_immobilier,,"
            AGENCE VANEAU CHAMP DE MARS        ",,
ST-RAPHAËL,,Prix : 873 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-st-raphael-1649918.html,,175 , - annonce maison à vendre
NICE,,Prix : 244 500,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-nice-1649987.html,,45 , - annonce appartement à vendre
,06400,,CANNES,,19 rue des serbes,residence_immobilier,,"
            WRETMAN ESTATE & CONSULTING        ",,
,06650,,OPIO,,"11, chemin du village",residence_immobilier,,"
            MICHAËL ZINGRAF Opio        ",,
,06160,,CAP D'ANTIBES,,"125, boulevard Francis Meilland",residence_immobilier,,"
            CAP D'ANTIBES INTERNATIONAL         ",,
PARIS 15EME,,Prix : 849 500,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-15eme-1649790.html,,76 , - annonce appartement à vendre
PARIS 16EME,,Prix : 2 500 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-16eme-1649980.html,,157 , - annonce appartement à vendre
,64200,,BIARRITZ,,2 rue maison suisse,residence_immobilier,,"
            PRESTANT Singular Properties        ",,
CAGNES-SUR-MER,,Prix : 1 850 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-cagnes-sur-mer-1649623.html,,370 , - annonce maison à vendre
,06250,,CANNES,,12 Boulevard de la Croisette,residence_immobilier,,"
            KNIGHT FRANK EN SAS        ",,
MARSEILLE  8EME,,Prix : 169 000,,,,,http://www.residences-immobilier.com/fr/13/annonce-vente-appartement-marseille--8eme-1650164.html,,48 , - annonce appartement à vendre
NICE,,Prix : 185 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-nice-1649687.html,,22 , - annonce appartement à vendre
,75017,,PARIS 17EME,,82 Avenue De Wagram,residence_immobilier,,"
            SOTHEBY'S PARIS OUEST MONCEAU        ",,
,17100,,SAINTES,,17 Place Saint Pierre ,residence_immobilier,,"
            Saint Louis French Properties        ",,
ST-RAPHAËL,,Prix : 895 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-st-raphael-988569.html,,135 , - annonce maison à vendre
BAYONNE,,Prix : 1 113 000,,,,,http://www.residences-immobilier.com/fr/64/annonce-vente-maison-bayonne-1594080.html,,250 , - annonce maison à vendre
NICE,,Prix : 2 760 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-nice-1488941.html,,208 , - annonce appartement à vendre
CANNES,,Prix : 5 400 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-cannes-561590.html,,367 , - annonce maison à vendre
ST-RAPHAËL,,Prix : 1 150 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-st-raphael-1009813.html,,155 , - annonce maison à vendre
,06160,,CAP D'ANTIBES,,135-137 boulevard J-F. Kennedy,residence_immobilier,,"
            AGENCE DU CAP D'ANTIBES        ",,
,83990,,ST-TROPEZ,,Place de l'hôtel de Ville,residence_immobilier,,"
            BLEU CITRON IMMOBILIER        ",,
VILLEFRANCHE-SUR-MER,,Prix : 4 200 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-villefranche-sur-mer-1253094.html,,325 , - annonce maison à vendre
TOURRETTES-SUR-LOUP,,Prix : 1 750 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-tourrettes-sur-loup-1186192.html,,320 , - annonce maison à vendre
LES MATHES,,Prix : 357 000,,,,,http://www.residences-immobilier.com/fr/17/annonce-vente-appartement-les-mathes-1449624.html,,85 , - annonce appartement à vendre
CANNES,,Prix : 5 300 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-cannes-1477549.html,,110 , - annonce appartement à vendre
PARIS 16EME,,Prix : 3 500 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-16eme-1259840.html,,300 , - annonce appartement à vendre
CANNES,,Prix : 1 390 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-cannes-1426222.html,,127 , - annonce appartement à vendre
CAP D'ANTIBES,,,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-cap-dantibes-1426364.html,,135 , - annonce maison à vendre
,75006,,PARIS  6EME,,46 rue Madame,residence_immobilier,,"
            RUE MADAME PARIS        ",,
,98000,,MONACO,,"LE MICHELANGELO, 7 AVENUE DES PAPALINS ",residence_immobilier,,"
            BALDO AND CO        ",,
,75007,,PARIS  7EME,,"114, rue du Bac",residence_immobilier,,"
            Propriétés Parisiennes Sotheby's International Realty 7e Bac        ",,
ANTIBES,,Prix : 1 170 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-antibes-1460621.html,,200 , - annonce maison à vendre
ST-TROPEZ,,Prix : 3 350 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-st-tropez-1538798.html,,172 , - annonce maison à vendre
,06570,,ST-PAUL-DE-VENCE,,1119 Route de la Colle,residence_immobilier,,"
            CARLTON INTERNATIONAL        ",,
PARIS 16EME,,Prix : 1 660 000,,,,,http://www.residences-immobilier.com/fr/75/annonce-vente-appartement-paris-16eme-1594143.html,,149 , - annonce appartement à vendre
NICE,,Prix : 1 980 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-appartement-nice-1284590.html,,163 , - annonce appartement à vendre
BIARRITZ,,Prix : 1 900 000,,,,,http://www.residences-immobilier.com/fr/64/annonce-vente-appartement-biarritz-1391932.html,,172 , - annonce appartement à vendre
MONACO,,Prix : 3 600 000,,,,,http://www.residences-immobilier.com/fr/98/annonce-vente-appartement-monaco-1566344.html,,115 , - annonce appartement à vendre
GERBEROY,,Prix : 345 000,,,,,http://www.residences-immobilier.com/fr/60/annonce-vente-maison-gerberoy-1567179.html,,200 , - annonce maison à vendre
VAL D'ISERE,,,,,,,http://www.residences-immobilier.com/fr/73/annonce-vente-appartement-val-disere-1565990.html,,125 , - annonce appartement à vendre
NICE,,Prix : 3 300 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-nice-1593535.html,,330 , - annonce maison à vendre
BADEN,,Prix : 2 100 000,,,,,http://www.residences-immobilier.com/fr/56/annonce-vente-maison-baden-1594293.html,,400 , - annonce maison à vendre
ST-TROPEZ,,Prix : 1 150 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-appartement-st-tropez-1566250.html,,43 , - annonce appartement à vendre
ST-RAPHAËL,,Prix : 1 200 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-appartement-st-raphael-1391883.html,,119 , - annonce appartement à vendre
CANNES,,Prix : 4 900 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-cannes-698623.html,,500 , - annonce maison à vendre
FRÉJUS,,Prix : 2 900 000,,,,,http://www.residences-immobilier.com/fr/83/annonce-vente-maison-frejus-737333.html,,700 , - annonce maison à vendre
,83990,,ST-TROPEZ,,1 rue du Clocher,residence_immobilier,,"
            AGENCE FAIDHERBE SARL STAES        ",,
ST-PAUL-DE-VENCE,,Prix : 4 490 000,,,,,http://www.residences-immobilier.com/fr/06/annonce-vente-maison-st-paul-de-vence-1565426.html,,564 , - annonce maison à vendre
,84800,,L'ISLE-SUR-LA-SORGUE,,5 AVENUE DES 4 OTAGES,residence_immobilier,,"
            JANSSENS IMMOBILIER KNIGHT FRANK L'ISLE/SORGUE        ",,
,83370,,ST-AYGULF,,"621 avenue de la Corniche d'Azur,Villa Gabrielle - PB n°1",residence_immobilier,,"
            ANGELI IMMOBILIER        ",,
SAINTES,,Prix : 249 900,,,,,http://www.residences-immobilier.com/fr/17/annonce-vente-maison-saintes-1566061.html,,115 , - annonce maison à vendre
NEUILLY SUR SEINE,,Prix : 945 000,,,,,http://www.residences-immobilier.com/fr/92/annonce-vente-appartement-neuilly-sur-seine-1594283.html,,71 , - annonce appartement à vendre
